,original_text,clean_text,sampa,pos,ipa
15302,pluralista,pluralista,plu4alista,ADJ,pluɾalista
15303,pluralistas,pluralistas,plu4alistas,ADJ,pluɾalistas
15304,plurianuales,plurianuales,plu4janwales,ADJ,pluɾjanwales
15305,pluridimensional,pluridimensional,plu4idimensjonal,ADJ,pluɾidimensjonal
15306,pluriempleo,pluriempleo,plu4jempleo,NOUN,pluɾjempleo
15307,plurinacional,plurinacional,plu4inasional,ADJ,pluɾinasional
15308,pluviometría,pluviometría,plubjomet4ja,NOUN,plubjometɾja
15309,plásticos,plásticos,plastikos,NOUN,plastikos
15310,plátanos,plátanos,platanos,NOUN,platanos
15311,poblacional,poblacional,poblasional,ADJ,poblasional
15312,poblacionales,poblacionales,poblasionales,ADJ,poblasionales
15313,poblado,poblado,poblado,NOUN,poblado
15314,pobreza,pobreza,pob4esa,NOUN,pobɾesa
15315,pocos,pocos,pokos,PRON,pokos
15316,poco»,poco,poko,ADV,poko
15317,poderes,poderes,pode4es,NOUN,podeɾes
15318,poderosamente,poderosamente,pode4osamente,ADV,podeɾosamente
15319,poderoso,poderoso,pode4oso,ADJ,podeɾoso
15320,poderío,poderío,pode4jo,NOUN,podeɾjo
15321,podido,podido,podido,AUX,podido
15322,podio,podio,podjo,NOUN,podjo
15323,podra,podra,pod4a,AUX,podɾa
15324,podredumbre,podredumbre,pod4edumb4e,NOUN,podɾedumbɾe
15325,podremos,podremos,pod4emos,AUX,podɾemos
15326,podrán,podrán,pod4an,AUX,podɾan
15327,podré,podré,pod4e,AUX,podɾe
15328,podría,podría,pod4ja,AUX,podɾja
15329,podríamos,podríamos,pod4jamos,AUX,podɾjamos
15330,podrían,podrían,pod4jan,AUX,podɾjan
15331,podéis,podéis,podeis,VERB,podeis
15332,podía,podía,podja,AUX,podja
15333,podíamos,podíamos,podjamos,AUX,podjamos
15334,polaca,polaca,polaka,PROPN,polaka
15335,polacas,polacas,polakas,NOUN,polakas
15336,polaco,polaco,polako,NOUN,polako
15337,polaridades,polaridades,pola4idades,NOUN,polaɾidades
15338,polarización,polarización,pola4isasion,NOUN,polaɾisasion
15339,polarizadas,polarizadas,pola4isadas,ADJ,polaɾisadas
15340,polemice,polemice,polemise,NOUN,polemise
15341,polemizar,polemizar,polemisa4,VERB,polemisaɾ
15342,policy,policy,poliki,PROPN,poliki
15343,policéntrico,policéntrico,polisent4iko,ADJ,polisentɾiko
15344,polifacética,polifacética,polifasetika,ADJ,polifasetika
15345,polifacéticos,polifacéticos,polifasetikos,ADJ,polifasetikos
15346,poligámicas,poligámicas,poligamikas,ADJ,poliɡamikas
15347,politizar,politizar,politisa4,VERB,politisaɾ
15348,pollos,pollos,poj\os,NOUN,poʝos
15349,polos,polos,polos,NOUN,polos
15350,polución,polución,polusion,NOUN,polusion
15351,polvorines,polvorines,polbo4ines,NOUN,polboɾines
15352,polvorín,polvorín,polbo4in,NOUN,polboɾin
15353,polvos,polvos,polbos,NOUN,polbos
15354,polémicas,polémicas,polemikas,NOUN,polemikas
15355,polígama,polígama,poligama,NOUN,poliɡama
15356,polígamos,polígamos,poligamos,NOUN,poliɡamos
15357,políticas,políticas,politikas,NOUN,politikas
15358,político,político,politiko,ADJ,politiko
15359,político,político,politiko,ADJ,politiko
15360,político-jurídicas,políticojurídicas,politikoxu4idikas,ADJ,politikoxuɾidikas
15361,político-militares,políticomilitares,politikomilita4es,ADJ,politikomilitaɾes
15362,político-partidistas,políticopartidistas,politikopa4tidistas,ADJ,politikopaɾtidistas
15363,políticoadministrativos,políticoadministrativos,politikoadminist4atibos,ADJ,politikoadministɾatibos
15364,políticoambientales,políticoambientales,politikoambjentales,ADJ,politikoambjentales
15365,políticocomerciales,políticocomerciales,politikokome4siales,ADJ,politikokomeɾsiales
15366,políticoeconómica,políticoeconómica,politikoekonomika,ADJ,politikoekonomika
15367,políticoeconómicas,políticoeconómicas,politikoekonomikas,ADJ,politikoekonomikas
15368,políticoeconómico,políticoeconómico,politikoekonomiko,ADJ,politikoekonomiko
15369,políticoinstitucional,políticoinstitucional,politikoinstitusional,ADJ,politikoinstitusional
15370,políticomilitar,políticomilitar,politikomilita4,ADJ,politikomilitaɾ
15371,políticomilitares,políticomilitares,politikomilita4es,ADJ,politikomilitaɾes
15372,políticopartidistas,políticopartidistas,politikopa4tidistas,ADJ,politikopaɾtidistas
15373,políticos,políticos,politikos,NOUN,politikos
15374,pomátomo,pomátomo,pomatomo,PROPN,pomatomo
15375,ponderadamente,ponderadamente,ponde4adamente,ADV,pondeɾadamente
15376,ponderadas,ponderadas,ponde4adas,ADJ,pondeɾadas
15377,ponderarse,ponderarse,ponde4a4se,VERB,pondeɾaɾse
15378,pondrá,pondrá,pond4a,VERB,pondɾa
15379,pondré,pondré,pond4e,VERB,pondɾe
15380,pondría,pondría,pond4ja,NOUN,pondɾja
15381,pone,pone,pone,VERB,pone
15382,ponemos,ponemos,ponemos,VERB,ponemos
15383,ponencia,ponencia,ponensia,NOUN,ponensia
15384,ponente,ponente,ponente,NOUN,ponente
15385,ponentes,ponentes,ponentes,NOUN,ponentes
15386,poner,poner,pone4,VERB,poneɾ
15387,ponerlas,ponerlas,pone4las,VERB,poneɾlas
15388,ponerlo,ponerlo,pone4lo,VERB,poneɾlo
15389,ponernos,ponernos,pone4nos,VERB,poneɾnos
15390,poneys,poneys,poneis,PROPN,poneis
15391,ponían,ponían,ponjan,VERB,ponjan
15392,popa,popa,popa,NOUN,popa
15393,popularidad,popularidad,popula4idad,NOUN,populaɾidad
15394,populismo,populismo,populismo,NOUN,populismo
15395,poquita,poquita,pokita,INTJ,pokita
15396,poquito,poquito,pokito,ADV,pokito
15397,porcentaje,porcentaje,po4sentaxe,NOUN,poɾsentaxe
15398,porcentual,porcentual,po4sentwal,ADJ,poɾsentwal
15399,porcina,porcina,po4sina,ADJ,poɾsina
15400,porcino,porcino,po4sino,ADJ,poɾsino
15401,porciones,porciones,po4siones,NOUN,poɾsiones
15402,pormenor,pormenor,po4meno4,NOUN,poɾmenoɾ
15403,pormenores,pormenores,po4meno4es,NOUN,poɾmenoɾes
15404,pormenorizada,pormenorizada,po4meno4isada,ADJ,poɾmenoɾisada
15405,pormenorizados,pormenorizados,po4meno4isados,ADJ,poɾmenoɾisados
15406,pornográfica,pornográfica,po4nog4afika,ADJ,poɾnoɡɾafika
15407,pornográficas,pornográficas,po4nog4afikas,ADJ,poɾnoɡɾafikas
15408,pornográfico,pornográfico,po4nog4afiko,ADJ,poɾnoɡɾafiko
15409,pornográficos,pornográficos,po4nog4afikos,ADJ,poɾnoɡɾafikos
15410,pornógrafos,pornógrafos,po4nog4afos,NOUN,poɾnoɡɾafos
15411,porqu,porqu,po4k,PROPN,poɾk
15412,porque,porque,po4ke,SCONJ,poɾke
15413,porquería,porquería,po4ke4ja,NOUN,poɾkeɾja
15414,port-state,portstate,po4tstate,PROPN,poɾtstate
15415,porta,porta,po4ta,PROPN,poɾta
15416,portaba,portaba,po4taba,VERB,poɾtaba
15417,portabilidad,portabilidad,po4tabilidad,NOUN,poɾtabilidad
15418,portada,portada,po4tada,PROPN,poɾtada
15419,portador,portador,po4tado4,NOUN,poɾtadoɾ
15420,portadora,portadora,po4tado4a,NOUN,poɾtadoɾa
15421,portaestandartes,portaestandartes,po4taestanda4tes,NOUN,poɾtaestandaɾtes
15422,porte,porte,po4te,PROPN,poɾte
15423,portuarias,portuarias,po4twa4jas,ADJ,poɾtwaɾjas
15424,portuguesa,portuguesa,po4tugesa,ADJ,poɾtuɡesa
15425,porvenir,porvenir,po4beni4,NOUN,poɾbeniɾ
15426,poscolonial,poscolonial,poskolonjal,ADJ,poskolonjal
15427,poscomunistas,poscomunistas,poskomunistas,ADJ,poskomunistas
15428,posea,posea,posea,VERB,posea
15429,poseamos,poseamos,poseamos,VERB,poseamos
15430,poseo,poseo,poseo,VERB,poseo
15431,poses,poses,poses,NOUN,poses
15432,poseyendo,poseyendo,poseiendo,VERB,poseiendo
15433,posibilidades,posibilidades,posibilidades,NOUN,posibilidades
15434,posibilitado,posibilitado,posibilitado,ADJ,posibilitado
15435,posibilitando,posibilitando,posibilitando,VERB,posibilitando
15436,posiblemente,posiblemente,posiblemente,ADV,posiblemente
15437,posicionamientos,posicionamientos,posisionamjentos,NOUN,posisionamjentos
15438,posición,posición,posision,NOUN,posision
15439,posidonias,posidonias,posidonjas,NOUN,posidonjas
15440,posimperial,posimperial,posimpe4jal,ADJ,posimpeɾjal
15441,positiva,positiva,positiba,ADJ,positiba
15442,posmodernidad,posmodernidad,posmode4nidad,NOUN,posmodeɾnidad
15443,posponer,posponer,pospone4,VERB,posponeɾ
15444,post-industriales,postindustriales,postindust4jales,ADJ,postindustɾjales
15445,postDayton,postDayton,postdaiton,PROPN,postdaiton
15446,postergaciones,postergaciones,poste4gasiones,NOUN,posteɾɡasiones
15447,postergando,postergando,poste4gando,VERB,posteɾɡando
15448,postergó,postergó,poste4go,VERB,posteɾɡo
15449,posteridad,posteridad,poste4idad,NOUN,posteɾidad
15450,postes,postes,postes,PROPN,postes
15451,postindustrial,postindustrial,postindust4jal,ADJ,postindustɾjal
15452,postindustriales,postindustriales,postindust4jales,ADJ,postindustɾjales
15453,postmortem,postmortem,postmo4tem,ADJ,postmoɾtem
15454,postor,postor,posto4,NOUN,postoɾ
15455,postproducción,postproducción,postp4oduksion,NOUN,postpɾoduksion
15456,postsecundaria,postsecundaria,postsekunda4ja,ADJ,postsekundaɾja
15457,postulados,postulados,postulados,NOUN,postulados
15458,postulan,postulan,postulan,VERB,postulan
15459,postular,postular,postula4,VERB,postulaɾ
15460,postura,postura,postu4a,NOUN,postuɾa
15461,postura,postura,postu4a,NOUN,postuɾa
15462,posturas,posturas,postu4as,NOUN,postuɾas
15463,potaje,potaje,potaxe,NOUN,potaxe
15464,potenciada,potenciada,potensiada,ADJ,potensiada
15465,potenciadora,potenciadora,potensiado4a,NOUN,potensiadoɾa
15466,potenciadores,potenciadores,potensiado4es,NOUN,potensiadoɾes
15467,potenciales,potenciales,potensiales,ADJ,potensiales
15468,potencialidad,potencialidad,potensialidad,NOUN,potensialidad
15469,potencialmente,potencialmente,potensialmente,ADV,potensialmente
15470,potenciarse,potenciarse,potensia4se,VERB,potensiaɾse
15471,potencie,potencie,potensie,VERB,potensie
15472,potencien,potencien,potensien,VERB,potensien
15473,potentes,potentes,potentes,ADJ,potentes
15474,potitos,potitos,potitos,NOUN,potitos
15475,practica,practica,p4aktika,NOUN,pɾaktika
15476,practicaban,practicaban,p4aktikaban,VERB,pɾaktikaban
15477,practicables,practicables,p4aktikables,ADJ,pɾaktikables
15478,practicada,practicada,p4aktikada,ADJ,pɾaktikada
15479,practicado,practicado,p4aktikado,VERB,pɾaktikado
15480,practicamos,practicamos,p4aktikamos,VERB,pɾaktikamos
15481,practicando,practicando,p4aktikando,VERB,pɾaktikando
15482,practicará,practicará,p4aktika4a,VERB,pɾaktikaɾa
15483,practice,practice,p4aktise,PROPN,pɾaktise
15484,practices,practices,p4aktises,NOUN,pɾaktises
15485,practice­,practice,p4aktise,PROPN,pɾaktise
15486,practicó,practicó,p4aktiko,VERB,pɾaktiko
15487,pragmática,pragmática,p4agmatika,ADJ,pɾaɡmatika
15488,pragmáticas,pragmáticas,p4agmatikas,NOUN,pɾaɡmatikas
15489,praxis,praxis,p4aksis,NOUN,pɾaksis
15490,pre-adhesión,preadhesión,p4eadesjon,NOUN,pɾeadesjon
15491,pre-electoral,preelectoral,p4eelekto4al,ADJ,pɾeelektoɾal
15492,preabolicionista,preabolicionista,p4eabolisionista,ADJ,pɾeabolisionista
15493,preacuerdo,preacuerdo,p4eakwe4do,NOUN,pɾeakweɾdo
15494,precampaña,precampaña,p4ekampaJa,NOUN,pɾekampaɲa
15495,precaria,precaria,p4eka4ja,ADJ,pɾekaɾja
15496,precario,precario,p4eka4jo,ADJ,pɾekaɾjo
15497,precarización,precarización,p4eka4isasion,NOUN,pɾekaɾisasion
15498,precauciones,precauciones,p4ekausiones,NOUN,pɾekausiones
15499,precaución,precaución,p4ekausion,NOUN,pɾekausion
15500,precavida,precavida,p4ekabida,ADJ,pɾekabida
15501,precavido,precavido,p4ekabido,ADJ,pɾekabido
15502,precavidos,precavidos,p4ekabidos,ADJ,pɾekabidos
15503,preceden,preceden,p4eseden,VERB,pɾeseden
15504,precedente,precedente,p4esedente,ADJ,pɾesedente
15505,precedida,precedida,p4esedida,ADJ,pɾesedida
15506,precedido,precedido,p4esedido,VERB,pɾesedido
15507,preciada,preciada,p4esiada,ADJ,pɾesiada
15508,preciado,preciado,p4esiado,ADJ,pɾesiado
15509,precias,precias,p4esias,VERB,pɾesias
15510,precio/peso,preciopeso,p4esiopeso,NOUN,pɾesiopeso
15511,precio/servicio,precioservicio,p4esiose4bisio,NOUN,pɾesioseɾbisio
15512,precios,precios,p4esios,NOUN,pɾesios
15513,precioso,precioso,p4esioso,PROPN,pɾesioso
15514,precipitaba,precipitaba,p4esipitaba,VERB,pɾesipitaba
15515,precipitadamente,precipitadamente,p4esipitadamente,ADV,pɾesipitadamente
15516,precipitarnos,precipitarnos,p4esipita4nos,VERB,pɾesipitaɾnos
15517,precipitarse,precipitarse,p4esipita4se,VERB,pɾesipitaɾse
15518,precipiten,precipiten,p4esipiten,VERB,pɾesipiten
15519,precisaba,precisaba,p4esisaba,VERB,pɾesisaba
15520,precisadas,precisadas,p4esisadas,ADJ,pɾesisadas
15521,precisado,precisado,p4esisado,VERB,pɾesisado
15522,precisar,precisar,p4esisa4,VERB,pɾesisaɾ
15523,precisara,precisara,p4esisa4a,VERB,pɾesisaɾa
15524,precisarles,precisarles,p4esisa4les,VERB,pɾesisaɾles
15525,precisaron,precisaron,p4esisa4on,VERB,pɾesisaɾon
15526,precisarán,precisarán,p4esisa4an,VERB,pɾesisaɾan
15527,precisen,precisen,p4esisen,VERB,pɾesisen
15528,precisiones,precisiones,p4esisjones,NOUN,pɾesisjones
15529,precisión,precisión,p4esisjon,NOUN,pɾesisjon
15530,preciso,preciso,p4esiso,ADJ,pɾesiso
15531,preconcebidos,preconcebidos,p4ekonsebidos,NOUN,pɾekonsebidos
15532,precondición,precondición,p4ekondision,NOUN,pɾekondision
15533,preconice,preconice,p4ekonise,VERB,pɾekonise
15534,preconizaba,preconizaba,p4ekonisaba,VERB,pɾekonisaba
15535,preconizadas,preconizadas,p4ekonisadas,ADJ,pɾekonisadas
15536,preconizado,preconizado,p4ekonisado,ADJ,pɾekonisado
15537,preconizar,preconizar,p4ekonisa4,VERB,pɾekonisaɾ
15538,preconizó,preconizó,p4ekoniso,VERB,pɾekoniso
15539,predecesor,predecesor,p4edeseso4,NOUN,pɾedesesoɾ
15540,predecesora,predecesora,p4edeseso4a,NOUN,pɾedesesoɾa
15541,predecible,predecible,p4edesible,ADJ,pɾedesible
15542,predecir,predecir,p4edesi4,VERB,pɾedesiɾ
15543,predefinir,predefinir,p4edefini4,VERB,pɾedefiniɾ
15544,predeterminada,predeterminada,p4edete4minada,ADJ,pɾedeteɾminada
15545,predica,predica,p4edika,VERB,pɾedika
15546,predicamos,predicamos,p4edikamos,VERB,pɾedikamos
15547,predican,predican,p4edikan,VERB,pɾedikan
15548,predicarse,predicarse,p4edika4se,VERB,pɾedikaɾse
15549,predicciones,predicciones,p4ediksiones,NOUN,pɾediksiones
15550,predice,predice,p4edise,VERB,pɾedise
15551,predilección,predilección,p4edileksion,NOUN,pɾedileksion
15552,predisposición,predisposición,p4edisposision,NOUN,pɾedisposision
15553,predispuestas,predispuestas,p4edispwestas,ADJ,pɾedispwestas
15554,predispuestos,predispuestos,p4edispwestos,ADJ,pɾedispwestos
15555,predominantes,predominantes,p4edominantes,ADJ,pɾedominantes
15556,predominaron,predominaron,p4edomina4on,VERB,pɾedominaɾon
15557,preelectorales,preelectorales,p4eelekto4ales,ADJ,pɾeelektoɾales
15558,preembrión,preembrión,p4eemb4jon,NOUN,pɾeembɾjon
15559,preeminencia,preeminencia,p4eeminensia,NOUN,pɾeeminensia
15560,preferencial,preferencial,p4efe4ensial,ADJ,pɾefeɾensial
15561,preferencias,preferencias,p4efe4ensias,NOUN,pɾefeɾensias
15562,preferente,preferente,p4efe4ente,ADJ,pɾefeɾente
15563,preferentes,preferentes,p4efe4entes,ADJ,pɾefeɾentes
15564,preferiblemente,preferiblemente,p4efe4iblemente,ADV,pɾefeɾiblemente
15565,preferido,preferido,p4efe4ido,ADJ,pɾefeɾido
15566,preferidos,preferidos,p4efe4idos,ADJ,pɾefeɾidos
15567,preferimos,preferimos,p4efe4imos,VERB,pɾefeɾimos
15568,prefiera,prefiera,p4efje4a,VERB,pɾefjeɾa
15569,prefieren,prefieren,p4efje4en,VERB,pɾefjeɾen
15570,prefiero,prefiero,p4efje4o,VERB,pɾefjeɾo
15571,prefiguran,prefiguran,p4efigw4an,VERB,pɾefiɡwɾan
15572,prefijados,prefijados,p4efixados,ADJ,pɾefixados
15573,prefiriendo,prefiriendo,p4efi4jendo,VERB,pɾefiɾjendo
15574,prefirieron,prefirieron,p4efi4je4on,VERB,pɾefiɾjeɾon
15575,pregona,pregona,p4egona,NOUN,pɾeɡona
15576,pregonado,pregonado,p4egonado,ADJ,pɾeɡonado
15577,pregonados,pregonados,p4egonados,NOUN,pɾeɡonados
15578,pregonamos,pregonamos,p4egonamos,VERB,pɾeɡonamos
15579,pregonan,pregonan,p4egonan,VERB,pɾeɡonan
15580,pregonarlo,pregonarlo,p4egona4lo,VERB,pɾeɡonaɾlo
15581,preguntados,preguntados,p4egwntados,ADJ,pɾeɡwntados
15582,preguntan,preguntan,p4egwntan,VERB,pɾeɡwntan
15583,preguntar,preguntar,p4egwnta4,NOUN,pɾeɡwntaɾ
15584,preguntarle,preguntarle,p4egwnta4le,VERB,pɾeɡwntaɾle
15585,preguntarles,preguntarles,p4egwnta4les,VERB,pɾeɡwntaɾles
15586,preguntarnos,preguntarnos,p4egwnta4nos,VERB,pɾeɡwntaɾnos
15587,preguntaron,preguntaron,p4egwnta4on,VERB,pɾeɡwntaɾon
15588,preguntará,preguntará,p4egwnta4a,VERB,pɾeɡwntaɾa
15589,preguntemos,preguntemos,p4egwntemos,VERB,pɾeɡwntemos
15590,pregunten,pregunten,p4egwnten,VERB,pɾeɡwnten
15591,preguntita,preguntita,p4egwntita,NOUN,pɾeɡwntita
15592,pregunto,pregunto,p4egwnto,VERB,pɾeɡwnto
15593,preguntándonos,preguntándonos,p4egwntandonos,VERB,pɾeɡwntandonos
15594,prein,prein,p4ein,PROPN,pɾein
15595,prejubilaciones,prejubilaciones,p4exubilasiones,NOUN,pɾexubilasiones
15596,prejubilación,prejubilación,p4exubilasion,NOUN,pɾexubilasion
15597,prejubilados,prejubilados,p4exubilados,NOUN,pɾexubilados
15598,prejuicio,prejuicio,p4exwisio,NOUN,pɾexwisio
15599,prejuzgadas,prejuzgadas,p4exusgadas,NOUN,pɾexusɡadas
15600,preliminar,preliminar,p4elimina4,ADJ,pɾeliminaɾ
15601,preliminarmente,preliminarmente,p4elimina4mente,ADV,pɾeliminaɾmente
15602,prematuramente,prematuramente,p4ematu4amente,ADV,pɾematuɾamente
15603,prematuras,prematuras,p4ematu4as,ADJ,pɾematuɾas
15604,prematuros,prematuros,p4ematu4os,ADJ,pɾematuɾos
15605,premeditada,premeditada,p4emeditada,ADJ,pɾemeditada
15606,premeditado,premeditado,p4emeditado,ADJ,pɾemeditado
15607,premeditados,premeditados,p4emeditados,ADJ,pɾemeditados
15608,premiar,premiar,p4emja4,VERB,pɾemjaɾ
15609,premio,premio,p4emjo,NOUN,pɾemjo
15610,premisa,premisa,p4emisa,NOUN,pɾemisa
15611,prend,prend,p4end,PROPN,pɾend
15612,prenda,prenda,p4enda,PROPN,pɾenda
15613,prendida,prendida,p4endida,NOUN,pɾendida
15614,prendió,prendió,p4endjo,VERB,pɾendjo
15615,prensa,prensa,p4ensa,NOUN,pɾensa
15616,prensadas,prensadas,p4ensadas,ADJ,pɾensadas
15617,preocupa,preocupa,p4eokupa,VERB,pɾeokupa
15618,preocupaba,preocupaba,p4eokupaba,VERB,pɾeokupaba
15619,preocupaciones­,preocupaciones,p4eokupasiones,NOUN,pɾeokupasiones
15620,preocupada,preocupada,p4eokupada,ADV,pɾeokupada
15621,preocupado,preocupado,p4eokupado,ADJ,pɾeokupado
15622,preocupados,preocupados,p4eokupados,ADJ,pɾeokupados
15623,preocupamos,preocupamos,p4eokupamos,VERB,pɾeokupamos
15624,preocupante,preocupante,p4eokupante,ADJ,pɾeokupante
15625,preocupar,preocupar,p4eokupa4,VERB,pɾeokupaɾ
15626,preocupara,preocupara,p4eokupa4a,VERB,pɾeokupaɾa
15627,preocuparse,preocuparse,p4eokupa4se,VERB,pɾeokupaɾse
15628,preocupará,preocupará,p4eokupa4a,VERB,pɾeokupaɾa
15629,preocuparía,preocuparía,p4eokupa4ja,VERB,pɾeokupaɾja
15630,preocupe,preocupe,p4eokupe,VERB,pɾeokupe
15631,preocupen,preocupen,p4eokupen,VERB,pɾeokupen
15632,preocupo,preocupo,p4eokupo,VERB,pɾeokupo
15633,preocupándonos,preocupándonos,p4eokupandonos,VERB,pɾeokupandonos
15634,preotección,preotección,p4eoteksion,NOUN,pɾeoteksion
15635,prepara,prepara,p4epa4a,VERB,pɾepaɾa
15636,preparación,preparación,p4epa4asion,NOUN,pɾepaɾasion
15637,preparada,preparada,p4epa4ada,ADJ,pɾepaɾada
15638,preparamos,preparamos,p4epa4amos,VERB,pɾepaɾamos
15639,preparan,preparan,p4epa4an,VERB,pɾepaɾan
15640,preparar,preparar,p4epa4a4,VERB,pɾepaɾaɾ
15641,preparara,preparara,p4epa4a4a,VERB,pɾepaɾaɾa
15642,prepararemos,prepararemos,p4epa4a4emos,VERB,pɾepaɾaɾemos
15643,prepararlas,prepararlas,p4epa4a4las,VERB,pɾepaɾaɾlas
15644,prepararlo,prepararlo,p4epa4a4lo,VERB,pɾepaɾaɾlo
15645,preparará,preparará,p4epa4a4a,VERB,pɾepaɾaɾa
15646,preparativos,preparativos,p4epa4atibos,NOUN,pɾepaɾatibos
15647,preparatorio,preparatorio,p4epa4ato4jo,ADJ,pɾepaɾatoɾjo
15648,preparatorios,preparatorios,p4epa4ato4jos,ADJ,pɾepaɾatoɾjos
15649,preparemos,preparemos,p4epa4emos,VERB,pɾepaɾemos
15650,preparen,preparen,p4epa4en,VERB,pɾepaɾen
15651,preparándolo,preparándolo,p4epa4andolo,VERB,pɾepaɾandolo
15652,preparó,preparó,p4epa4o,VERB,pɾepaɾo
15653,preponderante,preponderante,p4eponde4ante,NOUN,pɾepondeɾante
15654,prerrequisitos,prerrequisitos,p4erekisitos,NOUN,pɾerekisitos
15655,presagia,presagia,p4esaxia,NOUN,pɾesaxia
15656,presas,presas,p4esas,NOUN,pɾesas
15657,presa»,presa,p4esa,NOUN,pɾesa
15658,prescindir,prescindir,p4essindi4,VERB,pɾessindiɾ
15659,prescindiremos,prescindiremos,p4essindi4emos,VERB,pɾessindiɾemos
15660,prescolar,prescolar,p4eskola4,PROPN,pɾeskolaɾ
15661,prescribe,prescribe,p4esk4ibe,VERB,pɾeskɾibe
15662,prescripciones,prescripciones,p4esk4ipsiones,NOUN,pɾeskɾipsiones
15663,prescripción,prescripción,p4esk4ipsion,NOUN,pɾeskɾipsion
15664,prescriptiva,prescriptiva,p4esk4iptiba,ADJ,pɾeskɾiptiba
15665,prescrita,prescrita,p4esk4ita,NOUN,pɾeskɾita
15666,prescritas,prescritas,p4esk4itas,VERB,pɾeskɾitas
15667,preseleccionados,preseleccionados,p4eseleksionados,ADJ,pɾeseleksionados
15668,preselección,preselección,p4eseleksion,NOUN,pɾeseleksion
15669,presencial,presencial,p4esensial,ADJ,pɾesensial
15670,presenciarlo,presenciarlo,p4esensia4lo,VERB,pɾesensiaɾlo
15671,presenciaría,presenciaría,p4esensia4ja,VERB,pɾesensiaɾja
15672,presencias,presencias,p4esensias,NOUN,pɾesensias
15673,presenciemos,presenciemos,p4esensiemos,VERB,pɾesensiemos
15674,presenció,presenció,p4esensio,VERB,pɾesensio
15675,presenta,presenta,p4esenta,VERB,pɾesenta
15676,presentaba,presentaba,p4esentaba,NOUN,pɾesentaba
15677,presentaciones,presentaciones,p4esentasiones,NOUN,pɾesentasiones
15678,presentada,presentada,p4esentada,ADJ,pɾesentada
15679,presentadas,presentadas,p4esentadas,ADJ,pɾesentadas
15680,presentado,presentado,p4esentado,ADJ,pɾesentado
15681,presentamos,presentamos,p4esentamos,VERB,pɾesentamos
15682,presentar,presentar,p4esenta4,VERB,pɾesentaɾ
15683,presentara,presentara,p4esenta4a,PROPN,pɾesentaɾa
